sentence,emotion
should get attach mission mission set aside feeling you end fail bad dead tagal dito mas lalo lamang ako gulo sometimes feel comfortable keep forget belong senshin,sadness
kita mata alala alam iyon balak lose daughter mission uncertain,sadness
salita sana kami tigil we feel bonechille presence lurk around we sense be fully work yet enough conscious danger face,fear
tanong lamang sana kay mitsuo gulat nang bigla lamang wala lalaki instinct take choose part push let fall ground pain almost knock unconscious manage keep alert,fear
manatili ako upo nginig buo katawan takot huntre look like he ready kill anyone mitsuo feel different,fear
curious something someone be bad sometimes dangerous like bigla naman siya lingon tigil nang harap mukha risk life find find unconscious first time feel scare,fear
bigla naman ako nalungkot shou consider great man establish senshin tribe ishida jikko think justifiable shou defy ethic senshin must difference belief,sadness
alert someone hina mitsuo agad naman hawak pamaypay,fear
ngiti naman tingin know he disaster someone could ruin can help draw,joy
someone like ask break silence titig takot ako expression,fear
say still mind like yes know ngiti naman gulat,joy
simula naman siya lakad agad ako sunod hinto naririnig ako sigaw howl mixture pain anger sound could trigger anxiety other,fear
tingin ulit gubat lalo ako takot iba kita puno halaman look endemic several peculiar unnatural,fear
one look green eye intense terrifying emeralds embed iris tago likod mitsuo iba tingin rin alam gawa,fear
let go bulong mitsuo galaw iba talaga damdam lugar,fear
wala ako gawa kundi hatak sundan naman tatlo lalaki enter forest sunlight immediately block tall bulky tree make frightening,fear
alam bilang minuto ora kami lakad bilang bese ako sigaw nagpanic iba iba hayop halaman puwede dahil patay right hand still hold mitsuo leave linger weapon case something go wrong,fear
wait mitsuo sigaw hatak layo mitsuo give apologetic look do move spot,fear
what happen dadalhin ask could feel panic rise throat,fear
ano takbo isip pangyayari alam be usual self feel frustrate can think properly everything happen fast idea,anger
hawak ulo nang kinig iyon could hear someone could use inner voice thought disturb try ignore thought overwhelm could see blood mountain corpse green eye,fear
hinga nilalamig buo katawan pangyayari different thought several erityian could use inner voice reach mind drive crazy,fear
kilabot naman sabi alam ba siya seryoso decide peek small opening discover ago see lifeless body slump ground shriek horror escape mouth realize head miss body sarado agad bintana napasandal pader tingin kay naia,fear
tigil basa isip damdam awa play child enjoy youth yet live place cruelty violence,sadness
tahimik pagkarinig noon alam mas nagulat parent death knowledge pigil yakap bata danas alam bagay lungkot ganito lugar tira,sadness
alam bilang ora ako upo lamang pilit tanggalin alaala naman repeatedly say name friend comrade feel panic rise throat could visualize face,fear
really tuloy sabi agos luha,sadness
kill parent afraid mother ability dahan tanong tuloy agos luha mukha,sadness
halos hinga nang alala taon iyon akalae gawa sila limot realize lose memory several minute terrify core however mitsuo memory help remember feel guilty forget life,fear
think would go mad scare damdam higpit hawak kamay,fear
i scare want leave place,fear
still remember say die tingin naman bili tibok puso titig sin parent sin child please take care last word,sadness
feel guilty know parent friend die family reply could see remorse sincerity eye gulat naman nang bigla siya lumuhod harap yuko,sadness
say sorry tanong alam sakit sabi,sadness
stop discredit vince hina,sadness
mean mistake tanong pigil luha,sadness
narinig naman ako katok pinto tingin doon follow two knock three ngiti naman alala sabi,joy
suit say cut bili naman tibok puso sabi titig rin wear black yukata look cool,joy
lapit hawak kamay even though together could still make heart flutter simple gesture,joy
upo gilid kama litrato patong mesa childhood photo hideo akira akemi atama family family sometimes wish life could preserve like moment photo know impossible,sadness
how hideo tanong naman nang alala pangyayari medical department sagot vince happen,fear
hideo tawag asa naririnig do give know hard can give sake akemi we,sadness
i never see frail naman michiko,sadness
scare memory would replace mine like happen shima,sadness
he fine he turn one two month alala pangyayari kanina he fine maybe tell,joy
decide deserve tanong tigil ora attack use fan two fall,anger
ill protect life do worry dagdag agad tulo luha,sadness
do care sigaw say you protect right keep move punta campus ayaw mo,anger
upo nang pugot ulo elite laban saksak puso elite iyon,fear
tell nathan fulfill wish ngiti tuloy agos luha,sadness
i sorry say early truth scare forget,fear
kilala si papa wala naman siya picture ayaw naman pilit si mama say inner voice,sadness
bilang taon lipa ganoon rin damdam try connect people fail matter many never heal invisible wound,sadness
sorry miss father much amin pigil badya luha mata,sadness
decade feel like yesterday memory still vivid still hurt time,sadness
three minute seven second ora lipa iyon could hide grin face anymore finally go,joy
kana tama narinig ba ask crap i get excite,joy
calm j meganerd judge titig naman nang masama,anger
anyway still day four hour,anger
hey think think graduate time tanong lakad balik dorm,fear
school always monotonous process well be fun naman nina hayate hiroshi mahal talaga aral go flow need,sadness
oop get ta go hiroshi taas naman kilay kana,fear
yup lastminute reminder sir eiichi sagot naman,joy
hey tell go away lakas tingin,anger
kind sabay tanggal kamay balikat,anger
maybe that grow like dagdag hiroshi,anger
sir question sabay taas kamay tagamimi fail record daily basis,fear
kill ten hour ago dagdag naman nang hawak paa butcher hour die,sadness
feel tanong hayate,fear
feel faint yet eerie presence similar feel early nilibot tingin kami lamang hayate dito lugar,fear
look like visitor tahimik naman sina hiroshi kana bilang linya,fear
tanong titig lamang galaw takot,fear
shinigami rinig bose hiroshi gale device sagot mas buti nang focus hanap clue do en go,fear
okay tanong sakto naman date si hiroshi mukha takbo punta dito,sadness
happen tanong hiroshi tingin kay hayate,sadness
anyway need go iba hiroshi type kt find crucial clue,fear
yes agad sagot hiroshi current hit search rick torre concentrate area there high probability around,fear
look sabay turo wala nang malay lalaki do even get single information,anger
punch chest return say something inosente tanong ubo,anger
dala ba kayo dito tanong tingin lakad punta set hindi ang patay,fear
basa noon tingin wala nang malay rick torre intindi ganoon kilos kanina live fear past three year guy want set murderer,sadness
high probability sagot hayate,fear
who tanong hayate,fear
main gate tanong iba ako damdam lugar iyon instinctively reach dagger realize bring taser handcuff surprised guard thing hand hover holster feel kind danger,fear
feel something ago tanong ulit,fear
yes hina sagot lagi damdam sundan like mixture presence several shinigami,fear
let get straight point sagot naman go get kill leave school alone,anger
relate news morning seryoso tanong tango naman si hayate,fear
kana do let get away sigaw takbo punta kina luke hayate,anger
assist kana hina hayate he dangerous one aim limb give chance resist,fear
wow feel like medieval set weapon comment ba kayo ligta niyo halimaw iyon,joy
halimaw monster naman kill several people do let,anger
hayaan patay anak snarl hatred eye prioritize instead privileged entitle brat would happen,anger
niyo mukha hayaan labas kayo dito buhay say watch every move since last dissect woman,anger
what inside container tanong lalo lamang kunot noo lalaki,anger
oh god kana come do die sigaw agad pindot emergency button kt hingi tulong kina hiroshi,fear
try treat do equipment medicine dala mo ospital simula lamang lamang agap doktor lagay last resort cost live use symptom cholera kill think rob live child dehydration wrinkle bluish skin expose stomach intestine cholera bacteria thrive use themto remind victim do mutilate body challenge police think daughter would proud,anger
tanong nang date ospital si kana,sadness
two bigla tawag hiroshi tingin tell weapon transportation yet complete,anger
