sentence,emotion,predicted_emotion
"With the sky covered in swirls of ominous vortex of clouds that shifted with the wind and the creeping midnight chill along the darkened street, it felt like we were inside the Black Dimension. All my senses were on high alert, as if my body was sending warning signals for an upcoming danger.",neutral,neutral
There was a rising tension in the air and the dead body of Doras was making it harder to breathe. I was about to tell them to focus on the murder first when Hayate suddenly called our attention.,neutral,fear
"""Her computer, phone and hard drives have been reformatted,"" he said as he continued checking the desktop. ""All files were erased. Nothing but this message.""",neutral,neutral
Hiroshi revealed that he put a tracker on her just in case something like this would happen. She was moving too fast and it seemed like that message had a huge impact on her. She never showed us any kind of emotional attachment to anyone or anything until now.,neutral,neutral
"My mind drifted away as I recalled our first case and how Ariel Andrada was mentioned as one of the suspects. He was caught on camera in the same place where the thirs victim died, but his case was immediately forwarded to FBI and CIA because of his records.",neutral,neutral
"In addition, most of his murders were executed through explosives, thus, reducing the probability of him being the serial killer.",neutral,neutral
We shouldn't have told the Senshin officer in that station to put her under a house confinement.,neutral,neutral
We were given permission to question her while being detained but we realized that Shinigamis might come for her or us if something went wrong and being in a restricted space with a lot of humdrums wouldn't do us any good.,neutral,fear
"Since they didn't have enough evidence to put her in jail as the murderer's associate besides his statement, we requested to put her under a detention in her apartment so we could freely ask everything.",neutral,neutral
Napahinto kami nang huminto rin ang tracker na nakakabit kay Kana. We were about thirty meters away from her and she was checking her surroundings.,neutral,neutral
Hiroshi and Hayate immediately reached for their weapons. We observed Kana's actions and followed her the moment she moved again.,neutral,neutral
"He was about to tell us what he just found out but a disturbance caught our attention. From the rooftop of a building several meters away from us, we could see Kana along with someone else.",neutral,neutral
"""Yutomu,"" he replied. ""I asked him to find anything about that name.""",neutral,fear
"""A Shinigami,"" I alerted and the three of us immediately ran toward that direction.",neutral,neutral
"Upon hearing Hayate's explanation, we went to where they were but we halted when Kana thrust her sickle into the Shinigami's chest. The Shinigami grunted as he fell on his knees but before we could realize what was going on, Kana had already collapsed beside him.",neutral,neutral
The woman pulled out a needle from her back and impaled it on the wounded Shinigami's chest. He cried and bellowed but he calmed down a few seconds later.,neutral,neutral
"""Peculiar, isn't it?"" A voice from the speaker beside the screen said and that caught more attention. ""There are people out there who have these set of eyes. A shade of green so intense that it could petrify you the moment you see it in real life.""",neutral,sadness
Nakita ko naman ang pag-iiba ng expression sa mukha ng mga Elite. It seemed like they knew who was behind this.,neutral,neutral
I spent the whole night in the library's restricted section.,neutral,neutral
"Hayate and I sneaked inside the campus for various reasons, while we left Hiroshi in our lodging to monitor and take care of Kana.",neutral,neutral
"It was quite hard to enter the campus at night, especially this time because the tension between Senshins and Shinigamis were heightening, but we managed to sneak inside undetected. I immediately went to the library while Hayate went to the dorm.",neutral,neutral
"""Right. Those Elites immediately shifted their attention to him after that stunt.""",neutral,neutral
"""I wonder how he knew about the Erityians.""",neutral,joy
Tinapik ko ang kamay ni Hayate niya para makapagsalita at agad niya rin naman 'yong inalis.,neutral,neutral
"""The Shinigami tribe is making their move,"" the other one replied. ""We should be getting ready yet those Elders want to involve the child.""",neutral,neutral
"Her existence was kept as a secret and only the older Senshins, as well as members of the Atama family knew about it.",neutral,neutral
I don't have any idea where she is or how her life is but that would surely turn into a mess once both tribes make their moves.,neutral,neutral
Nang makalayo na ang dalawang lalaki ay mabilis kaming umalis sa campus at bumalik sa lodging.,neutral,neutral
Pagdating namin doon ay saktong nagkamalay na si Kana pero napahinto ako nang makita ko si Hiroshi.,neutral,neutral
Nagkatinginan kami ni Hayate nang sabihin iyon ni Kana. May alam siya tungkol doon?,neutral,neutral
A week had already past after Kana's breakdown. Hayate told her to focus on healing while we gathered intel about the Hansen clan and the Shinigamis who attacked their village.,neutral,neutral
"On the other hand, Hiroshi was back on tinkering with the wires and devices in his little space at the corner of the living room.",neutral,neutral
"Napahiga na lang ako sa tabi sa sobrang pagod. We had been sneaking in and out of the library and campus for the past few days, looking for any information about the Hansen clan, since Kana fell into a deep slumber a week ago.",neutral,neutral
Naalala ko ang unang trial ng device na 'yon a few years ago.,neutral,neutral
Pinagsuot niya kami ni Hayate ng helmet na mas malaki kaysa hawak niya ngayon at sinabi niyang kaya nitong ilabas ang naiisip namin ay visual output. But there was something wrong with his device.,neutral,neutral
The images flashed so quick that nothing made sense and we suffered grave repercurssions from it. Our hippocampus malfunctioned and we would have lost our explicit memories had the Medical departments staffs didn't intervene.,neutral,neutral
Hiroshi was banned from using or working on any device for three months.,neutral,neutral
Napalingon naman ako at naglakad palapit sa amin si Hayate.,neutral,neutral
Siguradong naalala niya rin ang mga nangyari dati.,neutral,neutral
Napatingin si Hiroshi kay Kana na tulog pa rin hanggang ngayon at doon ko lang na-realize kung bakit niya ipinakita sa amin 'yon.,neutral,neutral
